#      x          Cp  
     1.00000    0.07267
     0.99180    0.06505
     0.98067    0.05427
     0.96782    0.04139
     0.95357    0.02659
     0.93838    0.01021
     0.92265   -0.00746
     0.90663   -0.02628
     0.89046   -0.04625
     0.87420   -0.06749
     0.85789   -0.09026
     0.84156   -0.11490
     0.82520   -0.14188
     0.80884   -0.17179
     0.79245   -0.20530
     0.77606   -0.24328
     0.75966   -0.28866
     0.74326   -0.33927
     0.72684   -0.39359
     0.71043   -0.45326
     0.69401   -0.52055
     0.67758   -0.59898
     0.66116   -0.61944
     0.64474   -0.62184
     0.62832   -0.62410
     0.61191   -0.62629
     0.59550   -0.62845
     0.57909   -0.63063
     0.56270   -0.63285
     0.54631   -0.63516
     0.52994   -0.63760
     0.51358   -0.64021
     0.49724   -0.64305
     0.48092   -0.64618
     0.46462   -0.64968
     0.44834   -0.65365
     0.43211   -0.65819
     0.41592   -0.66347
     0.39982   -0.66964
     0.38384   -0.67695
     0.36794   -0.68571
     0.35210   -0.69619
     0.33632   -0.70865
     0.32059   -0.72332
     0.30492   -0.74023
     0.28931   -0.75922
     0.27377   -0.78057
     0.25831   -0.80425
     0.24293   -0.82992
     0.22765   -0.85709
     0.21248   -0.88526
     0.19745   -0.91402
     0.18256   -0.94309
     0.16785   -0.97234
     0.15336   -1.00172
     0.13914   -1.03129
     0.12525   -1.06115
     0.11179   -1.09142
     0.09889   -1.12218
     0.08668   -1.15343
     0.07533   -1.18501
     0.06499   -1.21656
     0.05575   -1.24761
     0.04761   -1.27753
     0.04054   -1.30573
     0.03441   -1.33153
     0.02911   -1.35426
     0.02453   -1.37309
     0.02055   -1.38697
     0.01707   -1.39452
     0.01404   -1.39385
     0.01138   -1.38245
     0.00906   -1.35696
     0.00704   -1.31308
     0.00530   -1.24540
     0.00381   -1.14771
     0.00258   -1.01370
     0.00159   -0.83875
     0.00084   -0.62263
     0.00034   -0.37259
     0.00006   -0.10525
     0.00001    0.15591
     0.00016    0.40500
     0.00056    0.63031
     0.00122    0.80743
     0.00215    0.92681
     0.00334    0.98665
     0.00480    0.99928
     0.00653    0.97683
     0.00853    0.93275
     0.01081    0.87534
     0.01339    0.81206
     0.01631    0.74640
     0.01960    0.68128
     0.02333    0.61796
     0.02757    0.55726
     0.03242    0.49957
     0.03798    0.44514
     0.04440    0.39412
     0.05181    0.34674
     0.06036    0.30328
     0.07013    0.26414
     0.08113    0.22964
     0.09329    0.19994
     0.10643    0.17495
     0.12037    0.15429
     0.13492    0.13744
     0.14993    0.12380
     0.16529    0.11283
     0.18092    0.10404
     0.19677    0.09701
     0.21279    0.09142
     0.22896    0.08696
     0.24525    0.08343
     0.26165    0.08061
     0.27814    0.07835
     0.29471    0.07650
     0.31136    0.07493
     0.32807    0.07353
     0.34483    0.07219
     0.36165    0.07079
     0.37849    0.06919
     0.39533    0.06718
     0.41212    0.06479
     0.42888    0.06294
     0.44564    0.06151
     0.46241    0.06048
     0.47921    0.05979
     0.49603    0.05939
     0.51287    0.05922
     0.52974    0.05925
     0.54662    0.05942
     0.56353    0.05971
     0.58045    0.06009
     0.59738    0.06054
     0.61433    0.06103
     0.63130    0.06154
     0.64827    0.06207
     0.66525    0.06261
     0.68225    0.06314
     0.69925    0.06366
     0.71625    0.06417
     0.73326    0.06466
     0.75027    0.06514
     0.76729    0.06560
     0.78430    0.06605
     0.80132    0.06650
     0.81833    0.06695
     0.83534    0.06741
     0.85233    0.06789
     0.86931    0.06841
     0.88624    0.06897
     0.90311    0.06959
     0.91982    0.07028
     0.93623    0.07105
     0.95207    0.07187
     0.96689    0.07272
     0.98019    0.07345
     0.99163    0.07419
     1.00000    0.07267
