#      x          Cp  
     1.00000    0.20743
     0.99180    0.18681
     0.98067    0.15696
     0.96782    0.12179
     0.95357    0.08316
     0.93838    0.04325
     0.92265    0.00375
     0.90663   -0.03442
     0.89046   -0.07093
     0.87420   -0.10577
     0.85789   -0.13910
     0.84156   -0.17111
     0.82520   -0.20201
     0.80884   -0.23198
     0.79245   -0.26120
     0.77606   -0.28982
     0.75966   -0.31797
     0.74326   -0.34578
     0.72684   -0.37334
     0.71043   -0.40076
     0.69401   -0.42812
     0.67758   -0.45550
     0.66116   -0.48298
     0.64474   -0.51064
     0.62832   -0.53854
     0.61191   -0.56675
     0.59550   -0.59535
     0.57909   -0.62440
     0.56270   -0.65399
     0.54631   -0.68417
     0.52994   -0.71505
     0.51358   -0.74671
     0.49724   -0.77927
     0.48092   -0.81284
     0.46462   -0.84758
     0.44834   -0.88371
     0.43211   -0.92155
     0.41592   -0.96145
     0.39982   -1.00587
     0.38384   -1.05164
     0.36794   -1.09462
     0.35210   -1.13765
     0.33632   -1.18095
     0.32059   -1.22488
     0.30492   -1.26967
     0.28931   -1.31554
     0.27377   -1.36273
     0.25831   -1.41146
     0.24293   -1.46203
     0.22765   -1.51475
     0.21248   -1.57000
     0.19745   -1.62824
     0.18256   -1.69002
     0.16785   -1.75603
     0.15336   -1.82708
     0.13914   -1.90416
     0.12525   -1.98842
     0.11179   -2.08115
     0.09889   -2.18367
     0.08668   -2.29714
     0.07533   -2.42233
     0.06499   -2.55941
     0.05575   -2.70790
     0.04761   -2.86690
     0.04054   -3.03552
     0.03441   -3.21291
     0.02911   -3.39868
     0.02453   -3.59228
     0.02055   -3.79259
     0.01707   -3.99600
     0.01404   -4.19907
     0.01138   -4.41070
     0.00906   -4.69388
     0.00704   -4.88192
     0.00530   -5.06302
     0.00381   -5.20847
     0.00258   -5.28970
     0.00159   -5.27524
     0.00084   -5.13382
     0.00034   -4.84487
     0.00006   -4.41071
     0.00001   -3.87734
     0.00016   -3.26171
     0.00056   -2.55780
     0.00122   -1.82742
     0.00215   -1.13894
     0.00334   -0.54494
     0.00480   -0.06777
     0.00653    0.29468
     0.00853    0.55817
     0.01081    0.74204
     0.01339    0.86470
     0.01631    0.94109
     0.01960    0.98300
     0.02333    0.99915
     0.02757    0.99606
     0.03242    0.97849
     0.03798    0.95006
     0.04440    0.91347
     0.05181    0.87111
     0.06036    0.82495
     0.07013    0.77710
     0.08113    0.72942
     0.09329    0.68367
     0.10643    0.64103
     0.12037    0.60223
     0.13492    0.56742
     0.14993    0.53645
     0.16529    0.50901
     0.18092    0.48468
     0.19677    0.46308
     0.21279    0.44384
     0.22896    0.42662
     0.24525    0.41114
     0.26165    0.39715
     0.27814    0.38443
     0.29471    0.37277
     0.31136    0.36199
     0.32807    0.35194
     0.34483    0.34244
     0.36165    0.33331
     0.37849    0.32437
     0.39533    0.31485
     0.41212    0.30459
     0.42888    0.29654
     0.44564    0.28937
     0.46241    0.28290
     0.47921    0.27696
     0.49603    0.27146
     0.51287    0.26633
     0.52974    0.26153
     0.54662    0.25700
     0.56353    0.25271
     0.58045    0.24863
     0.59738    0.24473
     0.61433    0.24099
     0.63130    0.23739
     0.64827    0.23390
     0.66525    0.23053
     0.68225    0.22725
     0.69925    0.22406
     0.71625    0.22096
     0.73326    0.21794
     0.75027    0.21499
     0.76729    0.21214
     0.78430    0.20937
     0.80132    0.20670
     0.81833    0.20411
     0.83534    0.20144
     0.85233    0.19799
     0.86931    0.20217
     0.88624    0.19948
     0.90311    0.19683
     0.91982    0.19521
     0.93623    0.19490
     0.95207    0.19601
     0.96689    0.19912
     0.98019    0.20408
     0.99163    0.21928
     1.00000    0.20743
