#      x          Cp  
     1.00000    0.09278
     0.99180    0.08858
     0.98067    0.08175
     0.96782    0.07219
     0.95357    0.05957
     0.93838    0.04390
     0.92265    0.02542
     0.90663    0.00451
     0.89046   -0.01842
     0.87420   -0.04300
     0.85789   -0.06887
     0.84156   -0.09569
     0.82520   -0.12320
     0.80884   -0.15114
     0.79245   -0.17935
     0.77606   -0.20768
     0.75966   -0.23605
     0.74326   -0.26439
     0.72684   -0.29269
     0.71043   -0.32094
     0.69401   -0.34917
     0.67758   -0.37739
     0.66116   -0.40567
     0.64474   -0.43404
     0.62832   -0.46257
     0.61191   -0.49130
     0.59550   -0.52031
     0.57909   -0.54967
     0.56270   -0.57944
     0.54631   -0.60969
     0.52994   -0.64052
     0.51358   -0.67201
     0.49724   -0.70426
     0.48092   -0.73740
     0.46462   -0.77157
     0.44834   -0.80694
     0.43211   -0.84380
     0.41592   -0.88244
     0.39982   -0.92418
     0.38384   -0.96708
     0.36794   -1.00853
     0.35210   -1.05003
     0.33632   -1.09177
     0.32059   -1.13402
     0.30492   -1.17698
     0.28931   -1.22083
     0.27377   -1.26577
     0.25831   -1.31199
     0.24293   -1.35973
     0.22765   -1.40923
     0.21248   -1.46081
     0.19745   -1.51482
     0.18256   -1.57167
     0.16785   -1.63186
     0.15336   -1.69595
     0.13914   -1.76455
     0.12525   -1.83824
     0.11179   -1.91746
     0.09889   -2.00212
     0.08668   -2.09114
     0.07533   -2.18280
     0.06499   -2.27429
     0.05575   -2.39513
     0.04761   -2.75606
     0.04054   -3.20837
     0.03441   -3.27649
     0.02911   -3.34371
     0.02453   -3.42005
     0.02055   -3.51408
     0.01707   -3.63136
     0.01404   -3.77180
     0.01138   -3.93432
     0.00906   -4.10753
     0.00704   -4.27597
     0.00530   -4.42351
     0.00381   -4.53161
     0.00258   -4.57746
     0.00159   -4.53445
     0.00084   -4.37680
     0.00034   -4.08882
     0.00006   -3.67768
     0.00001   -3.18462
     0.00016   -2.61890
     0.00056   -1.98402
     0.00122   -1.33626
     0.00215   -0.73524
     0.00334   -0.22449
     0.00480    0.17856
     0.00653    0.47904
     0.00853    0.69139
     0.01081    0.83483
     0.01339    0.92489
     0.01631    0.97591
     0.01960    0.99755
     0.02333    0.99787
     0.02757    0.98227
     0.03242    0.95513
     0.03798    0.91907
     0.04440    0.87702
     0.05181    0.83037
     0.06036    0.78146
     0.07013    0.73169
     0.08113    0.68304
     0.09329    0.63687
     0.10643    0.59430
     0.12037    0.55583
     0.13492    0.52154
     0.14993    0.49119
     0.16529    0.46440
     0.18092    0.44074
     0.19677    0.41977
     0.21279    0.40114
     0.22896    0.38449
     0.24525    0.36954
     0.26165    0.35603
     0.27814    0.34373
     0.29471    0.33245
     0.31136    0.32201
     0.32807    0.31223
     0.34483    0.30297
     0.36165    0.29403
     0.37849    0.28522
     0.39533    0.27604
     0.41212    0.26644
     0.42888    0.25819
     0.44564    0.25084
     0.46241    0.24420
     0.47921    0.23812
     0.49603    0.23248
     0.51287    0.22721
     0.52974    0.22225
     0.54662    0.21753
     0.56353    0.21303
     0.58045    0.20869
     0.59738    0.20450
     0.61433    0.20043
     0.63130    0.19644
     0.64827    0.19253
     0.66525    0.18867
     0.68225    0.18485
     0.69925    0.18105
     0.71625    0.17727
     0.73326    0.17348
     0.75027    0.16968
     0.76729    0.16586
     0.78430    0.16201
     0.80132    0.15813
     0.81833    0.15421
     0.83534    0.15024
     0.85233    0.14623
     0.86931    0.14216
     0.88624    0.13802
     0.90311    0.13383
     0.91982    0.12956
     0.93623    0.12524
     0.95207    0.12086
     0.96689    0.11651
     0.98019    0.11183
     0.99163    0.10829
     1.00000    0.09278
