#      x          Cp  
     1.00000   -0.05648
     0.99180   -0.05847
     0.98067   -0.06123
     0.96782   -0.06437
     0.95357   -0.06787
     0.93838   -0.07161
     0.92265   -0.07555
     0.90663   -0.07967
     0.89046   -0.08389
     0.87420   -0.08827
     0.85789   -0.09273
     0.84156   -0.09730
     0.82520   -0.10204
     0.80884   -0.10686
     0.79245   -0.11174
     0.77606   -0.11676
     0.75966   -0.12185
     0.74326   -0.12707
     0.72684   -0.13246
     0.71043   -0.13814
     0.69401   -0.14504
     0.67758   -0.19838
     0.66116   -0.30316
     0.64474   -0.32975
     0.62832   -0.35180
     0.61191   -0.37286
     0.59550   -0.39389
     0.57909   -0.41533
     0.56270   -0.43751
     0.54631   -0.46062
     0.52994   -0.48500
     0.51358   -0.51057
     0.49724   -0.53830
     0.48092   -0.56880
     0.46462   -0.60398
     0.44834   -0.65466
     0.43211   -0.69949
     0.41592   -0.73606
     0.39982   -0.70196
     0.38384   -1.71333
     0.36794   -1.39658
     0.35210   -0.63589
     0.33632   -0.71404
     0.32059   -0.79018
     0.30492   -0.86257
     0.28931   -0.94261
     0.27377   -1.02634
     0.25831   -1.10405
     0.24293   -1.18896
     0.22765   -1.35970
     0.21248   -1.61118
     0.19745   -2.10975
     0.18256   -2.13943
     0.16785   -2.16572
     0.15336   -2.19027
     0.13914   -2.21420
     0.12525   -2.23838
     0.11179   -2.26358
     0.09889   -2.29063
     0.08668   -2.32043
     0.07533   -2.35402
     0.06499   -2.39260
     0.05575   -2.43756
     0.04761   -2.49064
     0.04054   -2.55391
     0.03441   -2.62937
     0.02911   -2.71838
     0.02453   -2.81868
     0.02055   -2.93147
     0.01707   -3.05568
     0.01404   -3.18813
     0.01138   -3.32409
     0.00906   -3.45733
     0.00704   -3.57965
     0.00530   -3.67994
     0.00381   -3.74340
     0.00258   -3.75109
     0.00159   -3.68139
     0.00084   -3.51433
     0.00034   -3.23979
     0.00006   -2.86726
     0.00001   -2.42913
     0.00016   -1.92998
     0.00056   -1.38087
     0.00122   -0.83087
     0.00215   -0.32956
     0.00334    0.08897
     0.00480    0.41311
     0.00653    0.64760
     0.00853    0.80876
     0.01081    0.91024
     0.01339    0.97097
     0.01631    0.99537
     0.01960    0.99891
     0.02333    0.98388
     0.02757    0.95784
     0.03242    0.92132
     0.03798    0.87946
     0.04440    0.83233
     0.05181    0.78246
     0.06036    0.73132
     0.07013    0.68028
     0.08113    0.63101
     0.09329    0.58477
     0.10643    0.54244
     0.12037    0.50444
     0.13492    0.47071
     0.14993    0.44100
     0.16529    0.41487
     0.18092    0.39175
     0.19677    0.37136
     0.21279    0.35317
     0.22896    0.33714
     0.24525    0.32257
     0.26165    0.30942
     0.27814    0.29735
     0.29471    0.28616
     0.31136    0.27596
     0.32807    0.26648
     0.34483    0.25722
     0.36165    0.24841
     0.37849    0.23968
     0.39533    0.23067
     0.41212    0.22174
     0.42888    0.21351
     0.44564    0.20576
     0.46241    0.19897
     0.47921    0.19256
     0.49603    0.18643
     0.51287    0.18066
     0.52974    0.17556
     0.54662    0.17049
     0.56353    0.16562
     0.58045    0.16081
     0.59738    0.15603
     0.61433    0.15136
     0.63130    0.14716
     0.64827    0.14283
     0.66525    0.13849
     0.68225    0.13403
     0.69925    0.12958
     0.71625    0.12514
     0.73326    0.12065
     0.75027    0.11622
     0.76729    0.11146
     0.78430    0.10635
     0.80132    0.10118
     0.81833    0.09566
     0.83534    0.08797
     0.85233    0.08047
     0.86931    0.07293
     0.88624    0.06556
     0.90311    0.05815
     0.91982    0.05053
     0.93623    0.04272
     0.95207    0.03341
     0.96689    0.02232
     0.98019    0.00937
     0.99163   -0.00292
     1.00000   -0.02352
