#      x          Cp  
     1.00000    0.17091
     0.99180    0.15817
     0.98067    0.13889
     0.96782    0.11461
     0.95357    0.08594
     0.93838    0.05413
     0.92265    0.02059
     0.90663   -0.01358
     0.89046   -0.04763
     0.87420   -0.08112
     0.85789   -0.11384
     0.84156   -0.14572
     0.82520   -0.17677
     0.80884   -0.20705
     0.79245   -0.23667
     0.77606   -0.26571
     0.75966   -0.29428
     0.74326   -0.32248
     0.72684   -0.35040
     0.71043   -0.37814
     0.69401   -0.40578
     0.67758   -0.43340
     0.66116   -0.46108
     0.64474   -0.48890
     0.62832   -0.51692
     0.61191   -0.54522
     0.59550   -0.57386
     0.57909   -0.60292
     0.56270   -0.63248
     0.54631   -0.66261
     0.52994   -0.69340
     0.51358   -0.72494
     0.49724   -0.75733
     0.48092   -0.79071
     0.46462   -0.82522
     0.44834   -0.86106
     0.43211   -0.89856
     0.41592   -0.93805
     0.39982   -0.98158
     0.38384   -1.02639
     0.36794   -1.06889
     0.35210   -1.11141
     0.33632   -1.15419
     0.32059   -1.19756
     0.30492   -1.24174
     0.28931   -1.28696
     0.27377   -1.33342
     0.25831   -1.38137
     0.24293   -1.43107
     0.22765   -1.48282
     0.21248   -1.53700
     0.19745   -1.59404
     0.18256   -1.65447
     0.16785   -1.71895
     0.15336   -1.78825
     0.13914   -1.86333
     0.12525   -1.94528
     0.11179   -2.03531
     0.09889   -2.13468
     0.08668   -2.24445
     0.07533   -2.36528
     0.06499   -2.49715
     0.05575   -2.63928
     0.04761   -2.79017
     0.04054   -2.94763
     0.03441   -3.10830
     0.02911   -3.26889
     0.02453   -3.43588
     0.02055   -3.70789
     0.01707   -4.01782
     0.01404   -4.16714
     0.01138   -4.33723
     0.00906   -4.52490
     0.00704   -4.71336
     0.00530   -4.88396
     0.00381   -5.01613
     0.00258   -5.08459
     0.00159   -5.05945
     0.00084   -4.91115
     0.00034   -4.62048
     0.00006   -4.19133
     0.00001   -3.66869
     0.00016   -3.06673
     0.00056   -2.38253
     0.00122   -1.67633
     0.00215   -1.01381
     0.00334   -0.44488
     0.00480    0.00988
     0.00653    0.35327
     0.00853    0.60112
     0.01081    0.77235
     0.01339    0.88493
     0.01631    0.95329
     0.01960    0.98885
     0.02333    0.99996
     0.02757    0.99291
     0.03242    0.97219
     0.03798    0.94138
     0.04440    0.90290
     0.05181    0.85921
     0.06036    0.81204
     0.07013    0.76358
     0.08113    0.71550
     0.09329    0.66958
     0.10643    0.62692
     0.12037    0.58818
     0.13492    0.55350
     0.14993    0.52271
     0.16529    0.49545
     0.18092    0.47131
     0.19677    0.44989
     0.21279    0.43083
     0.22896    0.41378
     0.24525    0.39846
     0.26165    0.38462
     0.27814    0.37202
     0.29471    0.36047
     0.31136    0.34980
     0.32807    0.33983
     0.34483    0.33040
     0.36165    0.32133
     0.37849    0.31242
     0.39533    0.30300
     0.41212    0.29294
     0.42888    0.28479
     0.44564    0.27757
     0.46241    0.27105
     0.47921    0.26507
     0.49603    0.25954
     0.51287    0.25438
     0.52974    0.24953
     0.54662    0.24495
     0.56353    0.24059
     0.58045    0.23644
     0.59738    0.23245
     0.61433    0.22860
     0.63130    0.22488
     0.64827    0.22126
     0.66525    0.21774
     0.68225    0.21429
     0.69925    0.21091
     0.71625    0.20759
     0.73326    0.20433
     0.75027    0.20112
     0.76729    0.19796
     0.78430    0.19487
     0.80132    0.19184
     0.81833    0.18888
     0.83534    0.18603
     0.85233    0.18330
     0.86931    0.18072
     0.88624    0.17836
     0.90311    0.17628
     0.91982    0.17459
     0.93623    0.17347
     0.95207    0.17311
     0.96689    0.17388
     0.98019    0.17557
     0.99163    0.18077
     1.00000    0.17091
