#      x          Cp  
     1.00000    0.19677
     0.99180    0.17889
     0.98067    0.15444
     0.96782    0.12342
     0.95357    0.09322
     0.93838    0.05887
     0.92265    0.02453
     0.90663   -0.00625
     0.89046   -0.03240
     0.87420   -0.05949
     0.85789   -0.09261
     0.84156   -0.12106
     0.82520   -0.14937
     0.80884   -0.17260
     0.79245   -0.19351
     0.77606   -0.21352
     0.75966   -0.23331
     0.74326   -0.25310
     0.72684   -0.27289
     0.71043   -0.29231
     0.69401   -0.31276
     0.67758   -0.33229
     0.66116   -0.35213
     0.64474   -0.36914
     0.62832   -0.38331
     0.61191   -0.39850
     0.59550   -0.44371
     0.57909   -0.46395
     0.56270   -0.46760
     0.54631   -0.58802
     0.52994   -0.59862
     0.51358   -0.61961
     0.49724   -0.61523
     0.48092   -0.61998
     0.46462   -0.63903
     0.44834   -0.76813
     0.43211   -0.77741
     0.41592   -0.75957
     0.39982   -0.76294
     0.38384   -0.82816
     0.36794   -0.94849
     0.35210   -0.90446
     0.33632   -0.92504
     0.32059   -0.94520
     0.30492   -0.96601
     0.28931   -0.98756
     0.27377   -1.00987
     0.25831   -1.03294
     0.24293   -1.05678
     0.22765   -1.08137
     0.21248   -1.10671
     0.19745   -1.13285
     0.18256   -1.15986
     0.16785   -1.18786
     0.15336   -1.21702
     0.13914   -1.24756
     0.12525   -1.27974
     0.11179   -1.31384
     0.09889   -1.35012
     0.08668   -1.38873
     0.07533   -1.42964
     0.06499   -1.47255
     0.05575   -1.51697
     0.04761   -1.56219
     0.04054   -1.60748
     0.03441   -1.65209
     0.02911   -1.69528
     0.02453   -1.73618
     0.02055   -1.77370
     0.01707   -1.80643
     0.01404   -1.83234
     0.01138   -1.84865
     0.00906   -1.85152
     0.00704   -1.83573
     0.00530   -1.79446
     0.00381   -1.71928
     0.00258   -1.60083
     0.00159   -1.43065
     0.00084   -1.20460
     0.00034   -0.92704
     0.00006   -0.61433
     0.00001   -0.29575
     0.00016    0.02141
     0.00056    0.32548
     0.00122    0.58571
     0.00215    0.78334
     0.00334    0.91180
     0.00480    0.97967
     0.00653    0.99995
     0.00853    0.98725
     0.01081    0.95251
     0.01339    0.90547
     0.01631    0.85017
     0.01960    0.79238
     0.02333    0.73264
     0.02757    0.67384
     0.03242    0.61606
     0.03798    0.56036
     0.04440    0.50701
     0.05181    0.45656
     0.06036    0.40949
     0.07013    0.36640
     0.08113    0.32783
     0.09329    0.29412
     0.10643    0.26530
     0.12037    0.24110
     0.13492    0.22102
     0.14993    0.20448
     0.16529    0.19093
     0.18092    0.17984
     0.19677    0.17078
     0.21279    0.16338
     0.22896    0.15734
     0.24525    0.15240
     0.26165    0.14835
     0.27814    0.14501
     0.29471    0.14221
     0.31136    0.13982
     0.32807    0.13770
     0.34483    0.13572
     0.36165    0.13372
     0.37849    0.13154
     0.39533    0.12871
     0.41212    0.12526
     0.42888    0.12298
     0.44564    0.12142
     0.46241    0.12045
     0.47921    0.11993
     0.49603    0.11979
     0.51287    0.11996
     0.52974    0.12036
     0.54662    0.12096
     0.56353    0.12173
     0.58045    0.12266
     0.59738    0.12371
     0.61433    0.12488
     0.63130    0.12616
     0.64827    0.12755
     0.66525    0.12902
     0.68225    0.13060
     0.69925    0.13230
     0.71625    0.13413
     0.73326    0.13611
     0.75027    0.13827
     0.76729    0.14063
     0.78430    0.14324
     0.80132    0.14619
     0.81833    0.14960
     0.83534    0.15380
     0.85233    0.15957
     0.86931    0.16805
     0.88624    0.17800
     0.90311    0.18563
     0.91982    0.19216
     0.93623    0.19733
     0.95207    0.20068
     0.96689    0.20249
     0.98019    0.20322
     0.99163    0.20327
     1.00000    0.19615
