#      x          Cp  
     1.00000    0.41989
     0.99180    0.22048
     0.98067    0.15552
     0.96782    0.09818
     0.95357    0.05128
     0.93838    0.01020
     0.92265   -0.02634
     0.90663   -0.05937
     0.89046   -0.08968
     0.87420   -0.11782
     0.85789   -0.14426
     0.84156   -0.16933
     0.82520   -0.19330
     0.80884   -0.21636
     0.79245   -0.23869
     0.77606   -0.26043
     0.75966   -0.28170
     0.74326   -0.30258
     0.72684   -0.32317
     0.71043   -0.34354
     0.69401   -0.36376
     0.67758   -0.38389
     0.66116   -0.40398
     0.64474   -0.42409
     0.62832   -0.44426
     0.61191   -0.46454
     0.59550   -0.48498
     0.57909   -0.50562
     0.56270   -0.52650
     0.54631   -0.54768
     0.52994   -0.56921
     0.51358   -0.59114
     0.49724   -0.61355
     0.48092   -0.63651
     0.46462   -0.66013
     0.44834   -0.68456
     0.43211   -0.71006
     0.41592   -0.73682
     0.39982   -0.76787
     0.38384   -0.79952
     0.36794   -0.82705
     0.35210   -0.85401
     0.33632   -0.88040
     0.32059   -0.90647
     0.30492   -0.93236
     0.28931   -0.95814
     0.27377   -0.98392
     0.25831   -1.00975
     0.24293   -1.03571
     0.22765   -1.06190
     0.21248   -1.08840
     0.19745   -1.11533
     0.18256   -1.14285
     0.16785   -1.17111
     0.15336   -1.20033
     0.13914   -1.23076
     0.12525   -1.26267
     0.11179   -1.29637
     0.09889   -1.33214
     0.08668   -1.37014
     0.07533   -1.41041
     0.06499   -1.45271
     0.05575   -1.49661
     0.04761   -1.54147
     0.04054   -1.58664
     0.03441   -1.63137
     0.02911   -1.67500
     0.02453   -1.71661
     0.02055   -1.75516
     0.01707   -1.78921
     0.01404   -1.81672
     0.01138   -1.83487
     0.00906   -1.83976
     0.00704   -1.82609
     0.00530   -1.78691
     0.00381   -1.71361
     0.00258   -1.59662
     0.00159   -1.42721
     0.00084   -1.20104
     0.00034   -0.92266
     0.00006   -0.60805
     0.00001   -0.28724
     0.00016    0.03037
     0.00056    0.33423
     0.00122    0.59405
     0.00215    0.78989
     0.00334    0.91651
     0.00480    0.98186
     0.00653    1.00000
     0.00853    0.98521
     0.01081    0.94919
     0.01339    0.90044
     0.01631    0.84472
     0.01960    0.78577
     0.02333    0.72595
     0.02757    0.66670
     0.03242    0.60892
     0.03798    0.55321
     0.04440    0.50001
     0.05181    0.44976
     0.06036    0.40297
     0.07013    0.36019
     0.08113    0.32196
     0.09329    0.28860
     0.10643    0.26013
     0.12037    0.23627
     0.13492    0.21651
     0.14993    0.20028
     0.16529    0.18701
     0.18092    0.17619
     0.19677    0.16738
     0.21279    0.16022
     0.22896    0.15441
     0.24525    0.14969
     0.26165    0.14585
     0.27814    0.14271
     0.29471    0.14010
     0.31136    0.13788
     0.32807    0.13591
     0.34483    0.13406
     0.36165    0.13214
     0.37849    0.13001
     0.39533    0.12664
     0.41212    0.12189
     0.42888    0.11984
     0.44564    0.11857
     0.46241    0.11786
     0.47921    0.11757
     0.49603    0.11759
     0.51287    0.11787
     0.52974    0.11835
     0.54662    0.11900
     0.56353    0.11979
     0.58045    0.12070
     0.59738    0.12171
     0.61433    0.12281
     0.63130    0.12400
     0.64827    0.12526
     0.66525    0.12659
     0.68225    0.12801
     0.69925    0.12951
     0.71625    0.13110
     0.73326    0.13281
     0.75027    0.13466
     0.76729    0.13667
     0.78430    0.13888
     0.80132    0.14134
     0.81833    0.14411
     0.83534    0.14728
     0.85233    0.15094
     0.86931    0.15525
     0.88624    0.16041
     0.90311    0.16670
     0.91982    0.17452
     0.93623    0.18451
     0.95207    0.19758
     0.96689    0.21519
     0.98019    0.24081
     0.99163    0.27599
     1.00000    0.41989
