#      x          Cp  
     1.00000    0.41758
     0.99180    0.21975
     0.98067    0.15588
     0.96782    0.09979
     0.95357    0.05413
     0.93838    0.01429
     0.92265   -0.02101
     0.90663   -0.05282
     0.89046   -0.08190
     0.87420   -0.10885
     0.85789   -0.13408
     0.84156   -0.15795
     0.82520   -0.18070
     0.80884   -0.20254
     0.79245   -0.22365
     0.77606   -0.24414
     0.75966   -0.26414
     0.74326   -0.28374
     0.72684   -0.30302
     0.71043   -0.32206
     0.69401   -0.34091
     0.67758   -0.35964
     0.66116   -0.37829
     0.64474   -0.39692
     0.62832   -0.41557
     0.61191   -0.43428
     0.59550   -0.45310
     0.57909   -0.47206
     0.56270   -0.49121
     0.54631   -0.51059
     0.52994   -0.53024
     0.51358   -0.55022
     0.49724   -0.57058
     0.48092   -0.59141
     0.46462   -0.61278
     0.44834   -0.63485
     0.43211   -0.65786
     0.41592   -0.68196
     0.39982   -0.71011
     0.38384   -0.73869
     0.36794   -0.76315
     0.35210   -0.78690
     0.33632   -0.80992
     0.32059   -0.83246
     0.30492   -0.85462
     0.28931   -0.87646
     0.27377   -0.89803
     0.25831   -0.91939
     0.24293   -0.94058
     0.22765   -0.96163
     0.21248   -0.98259
     0.19745   -1.00352
     0.18256   -1.02449
     0.16785   -1.04558
     0.15336   -1.06690
     0.13914   -1.08857
     0.12525   -1.11073
     0.11179   -1.13351
     0.09889   -1.15701
     0.08668   -1.18128
     0.07533   -1.20623
     0.06499   -1.23162
     0.05575   -1.25705
     0.04761   -1.28200
     0.04054   -1.30592
     0.03441   -1.32813
     0.02911   -1.34798
     0.02453   -1.36455
     0.02055   -1.37677
     0.01707   -1.38320
     0.01404   -1.38188
     0.01138   -1.37017
     0.00906   -1.34461
     0.00704   -1.30066
     0.00530   -1.23269
     0.00381   -1.13415
     0.00258   -0.99839
     0.00159   -0.82051
     0.00084   -0.60026
     0.00034   -0.34541
     0.00006   -0.07277
     0.00001    0.19179
     0.00016    0.44034
     0.00056    0.66167
     0.00122    0.83291
     0.00215    0.94287
     0.00334    0.99348
     0.00480    0.99625
     0.00653    0.96559
     0.00853    0.91428
     0.01081    0.85185
     0.01339    0.78465
     0.01631    0.71660
     0.01960    0.65001
     0.02333    0.58610
     0.02757    0.52549
     0.03242    0.46847
     0.03798    0.41516
     0.04440    0.36566
     0.05181    0.32011
     0.06036    0.27875
     0.07013    0.24190
     0.08113    0.20981
     0.09329    0.18257
     0.10643    0.16002
     0.12037    0.14174
     0.13492    0.12717
     0.14993    0.11573
     0.16529    0.10685
     0.18092    0.10006
     0.19677    0.09495
     0.21279    0.09120
     0.22896    0.08854
     0.24525    0.08672
     0.26165    0.08558
     0.27814    0.08494
     0.29471    0.08466
     0.31136    0.08462
     0.32807    0.08469
     0.34483    0.08474
     0.36165    0.08460
     0.37849    0.08412
     0.39533    0.08225
     0.41212    0.07885
     0.42888    0.07821
     0.44564    0.07830
     0.46241    0.07893
     0.47921    0.07993
     0.49603    0.08121
     0.51287    0.08271
     0.52974    0.08437
     0.54662    0.08617
     0.56353    0.08807
     0.58045    0.09007
     0.59738    0.09213
     0.61433    0.09426
     0.63130    0.09645
     0.64827    0.09870
     0.66525    0.10100
     0.68225    0.10336
     0.69925    0.10579
     0.71625    0.10831
     0.73326    0.11093
     0.75027    0.11368
     0.76729    0.11659
     0.78430    0.11970
     0.80132    0.12306
     0.81833    0.12674
     0.83534    0.13082
     0.85233    0.13542
     0.86931    0.14068
     0.88624    0.14682
     0.90311    0.15413
     0.91982    0.16302
     0.93623    0.17412
     0.95207    0.18838
     0.96689    0.20724
     0.98019    0.23424
     0.99163    0.27074
     1.00000    0.41758
