#      x          Cp  
     1.00000    0.43455
     0.99180    0.22961
     0.98067    0.16025
     0.96782    0.09773
     0.95357    0.04561
     0.93838   -0.00079
     0.92265   -0.04266
     0.90663   -0.08102
     0.89046   -0.11663
     0.87420   -0.15008
     0.85789   -0.18183
     0.84156   -0.21223
     0.82520   -0.24157
     0.80884   -0.27007
     0.79245   -0.29791
     0.77606   -0.32524
     0.75966   -0.35219
     0.74326   -0.37887
     0.72684   -0.40539
     0.71043   -0.43182
     0.69401   -0.45826
     0.67758   -0.48477
     0.66116   -0.51142
     0.64474   -0.53829
     0.62832   -0.56544
     0.61191   -0.59294
     0.59550   -0.62085
     0.57909   -0.64923
     0.56270   -0.67817
     0.54631   -0.70772
     0.52994   -0.73799
     0.51358   -0.76904
     0.49724   -0.80100
     0.48092   -0.83399
     0.46462   -0.86815
     0.44834   -0.90370
     0.43211   -0.94100
     0.41592   -0.98029
     0.39982   -1.02512
     0.38384   -1.07133
     0.36794   -1.11356
     0.35210   -1.15594
     0.33632   -1.19852
     0.32059   -1.24169
     0.30492   -1.28570
     0.28931   -1.33076
     0.27377   -1.37709
     0.25831   -1.42494
     0.24293   -1.47458
     0.22765   -1.52632
     0.21248   -1.58054
     0.19745   -1.63770
     0.18256   -1.69833
     0.16785   -1.76312
     0.15336   -1.83287
     0.13914   -1.90856
     0.12525   -1.99134
     0.11179   -2.08248
     0.09889   -2.18331
     0.08668   -2.29498
     0.07533   -2.41828
     0.06499   -2.55339
     0.05575   -2.69987
     0.04761   -2.85684
     0.04054   -3.02343
     0.03441   -3.19881
     0.02911   -3.38263
     0.02453   -3.57446
     0.02055   -3.77401
     0.01707   -3.98061
     0.01404   -4.19281
     0.01138   -4.40791
     0.00906   -4.62112
     0.00704   -4.82453
     0.00530   -5.00578
     0.00381   -5.14656
     0.00258   -5.22191
     0.00159   -5.20144
     0.00084   -5.05471
     0.00034   -4.76210
     0.00006   -4.32618
     0.00001   -3.79292
     0.00016   -3.18050
     0.00056   -2.48250
     0.00122   -1.76038
     0.00215   -1.08170
     0.00334   -0.49782
     0.00480   -0.03032
     0.00653    0.32359
     0.00853    0.57971
     0.01081    0.75751
     0.01339    0.87514
     0.01631    0.94750
     0.01960    0.98614
     0.02333    0.99970
     0.02757    0.99456
     0.03242    0.97541
     0.03798    0.94577
     0.04440    0.90835
     0.05181    0.86540
     0.06036    0.81896
     0.07013    0.77101
     0.08113    0.72345
     0.09329    0.67794
     0.10643    0.63567
     0.12037    0.59730
     0.13492    0.56298
     0.14993    0.53252
     0.16529    0.50560
     0.18092    0.48180
     0.19677    0.46073
     0.21279    0.44200
     0.22896    0.42530
     0.24525    0.41034
     0.26165    0.39685
     0.27814    0.38462
     0.29471    0.37345
     0.31136    0.36317
     0.32807    0.35360
     0.34483    0.34458
     0.36165    0.33594
     0.37849    0.32749
     0.39533    0.31842
     0.41212    0.30855
     0.42888    0.30106
     0.44564    0.29442
     0.46241    0.28847
     0.47921    0.28305
     0.49603    0.27807
     0.51287    0.27348
     0.52974    0.26922
     0.54662    0.26525
     0.56353    0.26153
     0.58045    0.25804
     0.59738    0.25474
     0.61433    0.25163
     0.63130    0.24868
     0.64827    0.24589
     0.66525    0.24323
     0.68225    0.24071
     0.69925    0.23833
     0.71625    0.23608
     0.73326    0.23397
     0.75027    0.23201
     0.76729    0.23023
     0.78430    0.22864
     0.80132    0.22727
     0.81833    0.22619
     0.83534    0.22543
     0.85233    0.22510
     0.86931    0.22531
     0.88624    0.22623
     0.90311    0.22810
     0.91982    0.23128
     0.93623    0.23635
     0.95207    0.24419
     0.96689    0.25621
     0.98019    0.27562
     0.99163    0.30470
     1.00000    0.43455
