#      x          Cp  
     1.00000    0.41562
     0.99180    0.21950
     0.98067    0.15675
     0.96782    0.10195
     0.95357    0.05755
     0.93838    0.01897
     0.92265   -0.01507
     0.90663   -0.04564
     0.89046   -0.07350
     0.87420   -0.09923
     0.85789   -0.12326
     0.84156   -0.14591
     0.82520   -0.16745
     0.80884   -0.18808
     0.79245   -0.20795
     0.77606   -0.22720
     0.75966   -0.24594
     0.74326   -0.26426
     0.72684   -0.28223
     0.71043   -0.29994
     0.69401   -0.31744
     0.67758   -0.33477
     0.66116   -0.35200
     0.64474   -0.36917
     0.62832   -0.38632
     0.61191   -0.40348
     0.59550   -0.42069
     0.57909   -0.43800
     0.56270   -0.45544
     0.54631   -0.47304
     0.52994   -0.49084
     0.51358   -0.50889
     0.49724   -0.52725
     0.48092   -0.54598
     0.46462   -0.56515
     0.44834   -0.58490
     0.43211   -0.60547
     0.41592   -0.62698
     0.39982   -0.65228
     0.38384   -0.67786
     0.36794   -0.69933
     0.35210   -0.71995
     0.33632   -0.73971
     0.32059   -0.75882
     0.30492   -0.77736
     0.28931   -0.79539
     0.27377   -0.81292
     0.25831   -0.82998
     0.24293   -0.84657
     0.22765   -0.86269
     0.21248   -0.87835
     0.19745   -0.89355
     0.18256   -0.90829
     0.16785   -0.92258
     0.15336   -0.93643
     0.13914   -0.94984
     0.12525   -0.96283
     0.11179   -0.97538
     0.09889   -0.98746
     0.08668   -0.99898
     0.07533   -1.00980
     0.06499   -1.01966
     0.05575   -1.02826
     0.04761   -1.03519
     0.04054   -1.04000
     0.03441   -1.04211
     0.02911   -1.04093
     0.02453   -1.03557
     0.02055   -1.02498
     0.01707   -1.00778
     0.01404   -0.98215
     0.01138   -0.94574
     0.00906   -0.89558
     0.00704   -0.82798
     0.00530   -0.73866
     0.00381   -0.62306
     0.00258   -0.47734
     0.00159   -0.29997
     0.00084   -0.09423
     0.00034    0.12972
     0.00006    0.35506
     0.00001    0.56020
     0.00016    0.73859
     0.00056    0.87946
     0.00122    0.96751
     0.00215    0.99962
     0.00334    0.98375
     0.00480    0.93386
     0.00653    0.86394
     0.00853    0.78485
     0.01081    0.70377
     0.01339    0.62492
     0.01631    0.55046
     0.01960    0.48134
     0.02333    0.41781
     0.02757    0.35974
     0.03242    0.30687
     0.03798    0.25896
     0.04440    0.21577
     0.05181    0.17722
     0.06036    0.14329
     0.07013    0.11408
     0.08113    0.08959
     0.09329    0.06971
     0.10643    0.05410
     0.12037    0.04226
     0.13492    0.03358
     0.14993    0.02750
     0.16529    0.02349
     0.18092    0.02114
     0.19677    0.02008
     0.21279    0.02004
     0.22896    0.02077
     0.24525    0.02208
     0.26165    0.02383
     0.27814    0.02587
     0.29471    0.02807
     0.31136    0.03035
     0.32807    0.03257
     0.34483    0.03463
     0.36165    0.03637
     0.37849    0.03763
     0.39533    0.03734
     0.41212    0.03535
     0.42888    0.03618
     0.44564    0.03771
     0.46241    0.03974
     0.47921    0.04209
     0.49603    0.04467
     0.51287    0.04743
     0.52974    0.05032
     0.54662    0.05330
     0.56353    0.05636
     0.58045    0.05947
     0.59738    0.06263
     0.61433    0.06582
     0.63130    0.06904
     0.64827    0.07230
     0.66525    0.07559
     0.68225    0.07892
     0.69925    0.08231
     0.71625    0.08577
     0.73326    0.08933
     0.75027    0.09300
     0.76729    0.09683
     0.78430    0.10085
     0.80132    0.10513
     0.81833    0.10973
     0.83534    0.11475
     0.85233    0.12029
     0.86931    0.12652
     0.88624    0.13365
     0.90311    0.14198
     0.91982    0.15194
     0.93623    0.16417
     0.95207    0.17962
     0.96689    0.19973
     0.98019    0.22810
     0.99163    0.26592
     1.00000    0.41562
