#      x          Cp  
     1.00000    0.42555
     0.99180    0.22336
     0.98067    0.15634
     0.96782    0.09660
     0.95357    0.04732
     0.93838    0.00380
     0.92265   -0.03515
     0.90663   -0.07060
     0.89046   -0.10329
     0.87420   -0.13383
     0.85789   -0.16266
     0.84156   -0.19012
     0.82520   -0.21649
     0.80884   -0.24198
     0.79245   -0.26677
     0.77606   -0.29100
     0.75966   -0.31480
     0.74326   -0.33826
     0.72684   -0.36148
     0.71043   -0.38454
     0.69401   -0.40752
     0.67758   -0.43047
     0.66116   -0.45346
     0.64474   -0.47655
     0.62832   -0.49980
     0.61191   -0.52326
     0.59550   -0.54699
     0.57909   -0.57103
     0.56270   -0.59545
     0.54631   -0.62031
     0.52994   -0.64567
     0.51358   -0.67160
     0.49724   -0.69818
     0.48092   -0.72552
     0.46462   -0.75375
     0.44834   -0.78302
     0.43211   -0.81366
     0.41592   -0.84587
     0.39982   -0.88292
     0.38384   -0.92090
     0.36794   -0.95480
     0.35210   -0.98843
     0.33632   -1.02180
     0.32059   -1.05525
     0.30492   -1.08893
     0.28931   -1.12299
     0.27377   -1.15757
     0.25831   -1.19282
     0.24293   -1.22889
     0.22765   -1.26595
     0.21248   -1.30423
     0.19745   -1.34397
     0.18256   -1.38548
     0.16785   -1.42914
     0.15336   -1.47539
     0.13914   -1.52478
     0.12525   -1.57793
     0.11179   -1.63553
     0.09889   -1.69825
     0.08668   -1.76665
     0.07533   -1.84103
     0.06499   -1.92127
     0.05575   -2.00688
     0.04761   -2.09708
     0.04054   -2.19108
     0.03441   -2.28805
     0.02911   -2.38737
     0.02453   -2.48826
     0.02055   -2.58987
     0.01707   -2.69096
     0.01404   -2.78957
     0.01138   -2.88272
     0.00906   -2.96593
     0.00704   -3.03254
     0.00530   -3.07310
     0.00381   -3.07478
     0.00258   -3.02158
     0.00159   -2.89606
     0.00084   -2.68379
     0.00034   -2.38053
     0.00006   -1.99828
     0.00001   -1.57466
     0.00016   -1.12261
     0.00056   -0.64791
     0.00122   -0.19519
     0.00215    0.19608
     0.00334    0.50293
     0.00480    0.72292
     0.00653    0.86702
     0.00853    0.95127
     0.01081    0.99122
     0.01339    0.99967
     0.01631    0.98627
     0.01960    0.95799
     0.02333    0.91972
     0.02757    0.87485
     0.03242    0.82576
     0.03798    0.77419
     0.04440    0.72145
     0.05181    0.66870
     0.06036    0.61704
     0.07013    0.56763
     0.08113    0.52155
     0.09329    0.47966
     0.10643    0.44245
     0.12037    0.40998
     0.13492    0.38196
     0.14993    0.35792
     0.16529    0.33734
     0.18092    0.31969
     0.19677    0.30454
     0.21279    0.29147
     0.22896    0.28016
     0.24525    0.27030
     0.26165    0.26167
     0.27814    0.25404
     0.29471    0.24722
     0.31136    0.24106
     0.32807    0.23540
     0.34483    0.23007
     0.36165    0.22491
     0.37849    0.21973
     0.39533    0.21362
     0.41212    0.20640
     0.42888    0.20175
     0.44564    0.19792
     0.46241    0.19473
     0.47921    0.19201
     0.49603    0.18967
     0.51287    0.18766
     0.52974    0.18591
     0.54662    0.18440
     0.56353    0.18308
     0.58045    0.18194
     0.59738    0.18094
     0.61433    0.18008
     0.63130    0.17935
     0.64827    0.17873
     0.66525    0.17822
     0.68225    0.17781
     0.69925    0.17752
     0.71625    0.17734
     0.73326    0.17730
     0.75027    0.17739
     0.76729    0.17766
     0.78430    0.17813
     0.80132    0.17884
     0.81833    0.17985
     0.83534    0.18123
     0.85233    0.18308
     0.86931    0.18553
     0.88624    0.18876
     0.90311    0.19305
     0.91982    0.19878
     0.93623    0.20655
     0.95207    0.21728
     0.96689    0.23239
     0.98019    0.25525
     0.99163    0.28773
     1.00000    0.42555
