#      x          Cp  
     1.00000    0.43258
     0.99180    0.22812
     0.98067    0.15921
     0.96782    0.09723
     0.95357    0.04566
     0.93838   -0.00018
     0.92265   -0.04147
     0.90663   -0.07926
     0.89046   -0.11429
     0.87420   -0.14717
     0.85789   -0.17834
     0.84156   -0.20816
     0.82520   -0.23691
     0.80884   -0.26481
     0.79245   -0.29204
     0.77606   -0.31876
     0.75966   -0.34508
     0.74326   -0.37112
     0.72684   -0.39698
     0.71043   -0.42274
     0.69401   -0.44848
     0.67758   -0.47427
     0.66116   -0.50019
     0.64474   -0.52631
     0.62832   -0.55267
     0.61191   -0.57936
     0.59550   -0.60642
     0.57909   -0.63393
     0.56270   -0.66196
     0.54631   -0.69057
     0.52994   -0.71984
     0.51358   -0.74986
     0.49724   -0.78074
     0.48092   -0.81258
     0.46462   -0.84554
     0.44834   -0.87982
     0.43211   -0.91577
     0.41592   -0.95362
     0.39982   -0.99687
     0.38384   -1.04141
     0.36794   -1.08194
     0.35210   -1.12253
     0.33632   -1.16324
     0.32059   -1.20442
     0.30492   -1.24631
     0.28931   -1.28912
     0.27377   -1.33304
     0.25831   -1.37830
     0.24293   -1.42515
     0.22765   -1.47386
     0.21248   -1.52479
     0.19745   -1.57834
     0.18256   -1.63501
     0.16785   -1.69541
     0.15336   -1.76027
     0.13914   -1.83048
     0.12525   -1.90707
     0.11179   -1.99119
     0.09889   -2.08401
     0.08668   -2.18658
     0.07533   -2.29955
     0.06499   -2.42304
     0.05575   -2.55659
     0.04761   -2.69933
     0.04054   -2.85040
     0.03441   -3.00896
     0.02911   -3.17458
     0.02453   -3.34675
     0.02055   -3.52504
     0.01707   -3.70864
     0.01404   -3.89596
     0.01138   -4.08420
     0.00906   -4.26859
     0.00704   -4.44145
     0.00530   -4.59096
     0.00381   -4.69992
     0.00258   -4.74526
     0.00159   -4.69935
     0.00084   -4.53526
     0.00034   -4.23680
     0.00006   -3.80885
     0.00001   -3.29580
     0.00016   -2.71472
     0.00056   -2.06218
     0.00122   -1.39636
     0.00215   -0.77891
     0.00334   -0.25495
     0.00480    0.15830
     0.00653    0.46566
     0.00853    0.68318
     0.01081    0.82965
     0.01339    0.92212
     0.01631    0.97444
     0.01960    0.99717
     0.02333    0.99816
     0.02757    0.98315
     0.03242    0.95633
     0.03798    0.92082
     0.04440    0.87903
     0.05181    0.83297
     0.06036    0.78449
     0.07013    0.73537
     0.08113    0.68737
     0.09329    0.64195
     0.10643    0.60018
     0.12037    0.56255
     0.13492    0.52913
     0.14993    0.49966
     0.16529    0.47375
     0.18092    0.45097
     0.19677    0.43090
     0.21279    0.41315
     0.22896    0.39739
     0.24525    0.38333
     0.26165    0.37071
     0.27814    0.35931
     0.29471    0.34893
     0.31136    0.33940
     0.32807    0.33054
     0.34483    0.32221
     0.36165    0.31421
     0.37849    0.30637
     0.39533    0.29784
     0.41212    0.28846
     0.42888    0.28150
     0.44564    0.27539
     0.46241    0.26996
     0.47921    0.26505
     0.49603    0.26057
     0.51287    0.25647
     0.52974    0.25269
     0.54662    0.24918
     0.56353    0.24593
     0.58045    0.24288
     0.59738    0.24003
     0.61433    0.23735
     0.63130    0.23483
     0.64827    0.23245
     0.66525    0.23021
     0.68225    0.22810
     0.69925    0.22611
     0.71625    0.22427
     0.73326    0.22256
     0.75027    0.22100
     0.76729    0.21961
     0.78430    0.21842
     0.80132    0.21747
     0.81833    0.21679
     0.83534    0.21645
     0.85233    0.21655
     0.86931    0.21720
     0.88624    0.21857
     0.90311    0.22091
     0.91982    0.22460
     0.93623    0.23020
     0.95207    0.23861
     0.96689    0.25125
     0.98019    0.27135
     0.99163    0.30111
     1.00000    0.43258
